escalation_id,alert_id,analyst_id,required,escalated_at,escalation_target,incident_id,status
ESC-0699,ALT-002766,ANL-018,Yes,2026-08-27 10:37:00,Tier-2 CSIRT,INC-2026700,Escalated
ESC-0700,ALT-002768,ANL-005,Discretionary,2026-08-01 17:36:00,Lead Analyst,INC-2026701,Escalated
ESC-0701,ALT-002775,ANL-017,Yes,2026-07-07 11:25:00,Tier-2 CSIRT,INC-2026702,Escalated
ESC-0702,ALT-002777,ANL-012,Discretionary,2026-07-19 10:07:00,Lead Analyst,INC-2026703,Escalated
ESC-0703,ALT-002779,ANL-017,Discretionary,2026-07-25 07:40:00,Lead Analyst,INC-2026704,Escalated
ESC-0704,ALT-002784,ANL-010,Discretionary,2026-07-31 04:43:00,Lead Analyst,INC-2026705,Escalated
ESC-0705,ALT-002785,ANL-015,Discretionary,2026-08-13 04:37:00,Lead Analyst,INC-2026706,Escalated
ESC-0706,ALT-002787,ANL-016,Yes,2026-08-21 21:54:00,Tier-2 CSIRT,INC-2026707,Escalated
ESC-0707,ALT-002789,ANL-008,Discretionary,2026-06-20 01:22:00,Lead Analyst,INC-2026708,Escalated
ESC-0708,ALT-002792,ANL-005,Yes,2026-08-11 14:56:00,Tier-2 CSIRT,INC-2026709,Escalated
ESC-0709,ALT-002798,ANL-007,Discretionary,2026-06-24 21:06:00,Lead Analyst,INC-2026710,Escalated
ESC-0710,ALT-002802,ANL-016,Discretionary,2026-06-12 08:34:00,Lead Analyst,INC-2026711,Escalated
ESC-0711,ALT-002812,ANL-020,Discretionary,2026-07-27 09:14:00,Lead Analyst,INC-2026712,Escalated
ESC-0712,ALT-002818,ANL-012,Discretionary,2026-06-17 07:51:00,Lead Analyst,INC-2026713,Escalated
ESC-0713,ALT-002821,ANL-003,Discretionary,2026-08-08 14:55:00,Lead Analyst,INC-2026714,Escalated
ESC-0714,ALT-002825,ANL-013,Yes,2026-07-13 15:48:00,Tier-2 CSIRT,INC-2026715,Escalated
ESC-0715,ALT-002826,ANL-007,Discretionary,2026-07-09 15:51:00,Lead Analyst,INC-2026716,Escalated
ESC-0716,ALT-002830,ANL-007,Yes,2026-07-15 20:15:00,Tier-2 CSIRT,INC-2026717,Escalated
ESC-0717,ALT-002831,ANL-017,Yes,2026-06-22 05:15:00,Tier-2 CSIRT,INC-2026718,Escalated
ESC-0718,ALT-002832,ANL-018,Discretionary,2026-09-06 03:17:00,Lead Analyst,INC-2026719,Escalated
ESC-0719,ALT-002835,ANL-008,Discretionary,2026-08-19 23:47:00,Lead Analyst,INC-2026720,Escalated
ESC-0720,ALT-002837,ANL-007,Discretionary,2026-06-16 17:29:00,Lead Analyst,INC-2026721,Escalated
ESC-0721,ALT-002840,ANL-022,Discretionary,2026-09-10 01:15:00,Lead Analyst,INC-2026722,Escalated
ESC-0722,ALT-002842,ANL-004,Discretionary,2026-08-08 19:26:00,Lead Analyst,INC-2026723,Escalated
ESC-0723,ALT-002846,ANL-005,Yes,2026-06-25 15:12:00,Tier-2 CSIRT,INC-2026724,Escalated
ESC-0724,ALT-002850,ANL-001,Discretionary,2026-09-03 17:29:00,Lead Analyst,INC-2026725,Escalated
ESC-0725,ALT-002854,ANL-014,Discretionary,2026-07-18 23:28:00,Lead Analyst,INC-2026726,Escalated
ESC-0726,ALT-002857,ANL-020,Discretionary,2026-08-29 07:50:00,Lead Analyst,INC-2026727,Escalated
ESC-0727,ALT-002858,ANL-020,Discretionary,2026-06-27 08:20:00,Lead Analyst,INC-2026728,Escalated
ESC-0728,ALT-002860,ANL-008,Yes,2026-09-05 16:06:00,Tier-2 CSIRT,INC-2026729,Escalated
ESC-0729,ALT-002867,ANL-020,Yes,2026-08-27 11:12:00,Tier-2 CSIRT,INC-2026730,Escalated
ESC-0730,ALT-002870,ANL-018,Yes,2026-07-14 01:12:00,Tier-2 CSIRT,INC-2026731,Escalated
ESC-0731,ALT-002874,ANL-006,Discretionary,2026-07-25 22:55:00,Lead Analyst,INC-2026732,Escalated
ESC-0732,ALT-002875,ANL-009,Yes,2026-08-01 03:19:00,Tier-2 CSIRT,INC-2026733,Escalated
ESC-0733,ALT-002878,ANL-003,Yes,2026-07-17 06:01:00,Tier-2 CSIRT,INC-2026734,Escalated
ESC-0734,ALT-002884,ANL-010,Discretionary,2026-07-08 18:16:00,Lead Analyst,INC-2026735,Escalated
ESC-0735,ALT-002886,ANL-005,Discretionary,2026-07-25 03:02:00,Lead Analyst,INC-2026736,Escalated
ESC-0736,ALT-002891,ANL-017,Discretionary,2026-07-21 02:29:00,Lead Analyst,INC-2026737,Escalated
ESC-0737,ALT-002892,ANL-002,Discretionary,2026-08-06 11:02:00,Lead Analyst,INC-2026738,Escalated
ESC-0738,ALT-002902,ANL-001,Yes,2026-08-14 05:49:00,Tier-2 CSIRT,INC-2026739,Escalated
ESC-0739,ALT-002904,ANL-019,Yes,2026-08-25 18:22:00,Tier-2 CSIRT,INC-2026740,Escalated
ESC-0740,ALT-002905,ANL-022,Yes,2026-07-11 01:00:00,Tier-2 CSIRT,INC-2026741,Escalated
ESC-0741,ALT-002908,ANL-022,Discretionary,2026-07-02 20:35:00,Lead Analyst,INC-2026742,Escalated
ESC-0742,ALT-002912,ANL-020,Discretionary,2026-07-03 12:40:00,Lead Analyst,INC-2026743,Escalated
ESC-0743,ALT-002915,ANL-019,Discretionary,2026-09-02 06:59:00,Lead Analyst,INC-2026744,Escalated
ESC-0744,ALT-002918,ANL-011,Discretionary,2026-07-17 13:32:00,Lead Analyst,INC-2026745,Escalated
ESC-0745,ALT-002920,ANL-015,Discretionary,2026-07-26 02:38:00,Lead Analyst,INC-2026746,Escalated
ESC-0746,ALT-002921,ANL-010,Yes,2026-07-27 18:12:00,Tier-2 CSIRT,INC-2026747,Escalated
ESC-0747,ALT-002927,ANL-009,Yes,2026-08-16 17:05:00,Tier-2 CSIRT,INC-2026748,Escalated
ESC-0748,ALT-002929,ANL-020,Discretionary,2026-06-30 13:51:00,Lead Analyst,INC-2026749,Escalated
ESC-0749,ALT-002932,ANL-002,Discretionary,2026-06-29 06:02:00,Lead Analyst,INC-2026750,Escalated
ESC-0750,ALT-002933,ANL-003,Yes,2026-07-28 11:58:00,Tier-2 CSIRT,INC-2026751,Escalated
ESC-0751,ALT-002936,ANL-022,Discretionary,2026-07-07 10:01:00,Lead Analyst,INC-2026752,Escalated
ESC-0752,ALT-002937,ANL-004,Discretionary,2026-07-14 23:59:00,Lead Analyst,INC-2026753,Escalated
ESC-0753,ALT-002939,ANL-009,Discretionary,2026-06-14 01:40:00,Lead Analyst,INC-2026754,Escalated
ESC-0754,ALT-002945,ANL-019,Yes,2026-07-31 18:23:00,Tier-2 CSIRT,INC-2026755,Escalated
ESC-0755,ALT-002950,ANL-022,Discretionary,2026-08-14 00:48:00,Lead Analyst,INC-2026756,Escalated
ESC-0756,ALT-002955,ANL-010,Yes,2026-07-14 14:09:00,Tier-2 CSIRT,INC-2026757,Escalated
ESC-0757,ALT-002956,ANL-008,Discretionary,2026-06-30 16:02:00,Lead Analyst,INC-2026758,Escalated
ESC-0758,ALT-002957,ANL-015,Discretionary,2026-07-06 08:30:00,Lead Analyst,INC-2026759,Escalated
ESC-0759,ALT-002958,ANL-021,Yes,2026-06-26 00:42:00,Tier-2 CSIRT,INC-2026760,Escalated
ESC-0760,ALT-002960,ANL-004,Yes,2026-07-19 10:32:00,Tier-2 CSIRT,INC-2026761,Escalated
ESC-0761,ALT-002964,ANL-001,Yes,2026-07-13 17:02:00,Tier-2 CSIRT,INC-2026762,Escalated
ESC-0762,ALT-002965,ANL-001,Yes,2026-08-03 11:29:00,Tier-2 CSIRT,INC-2026763,Escalated
ESC-0763,ALT-002967,ANL-017,Yes,2026-07-04 15:14:00,Tier-2 CSIRT,INC-2026764,Escalated
ESC-0764,ALT-002968,ANL-015,Discretionary,2026-08-26 02:16:00,Lead Analyst,INC-2026765,Escalated
ESC-0765,ALT-002969,ANL-011,Yes,2026-09-01 15:44:00,Tier-2 CSIRT,INC-2026766,Escalated
ESC-0766,ALT-002974,ANL-014,Yes,2026-08-05 07:29:00,Tier-2 CSIRT,INC-2026767,Escalated
ESC-0767,ALT-002975,ANL-021,Yes,2026-07-29 23:34:00,Tier-2 CSIRT,INC-2026768,Escalated
ESC-0768,ALT-002980,ANL-009,Discretionary,2026-07-07 18:49:00,Lead Analyst,INC-2026769,Escalated
ESC-0769,ALT-002987,ANL-022,Discretionary,2026-08-29 21:24:00,Lead Analyst,INC-2026770,Escalated
ESC-0770,ALT-002988,ANL-021,Yes,2026-08-08 18:34:00,Tier-2 CSIRT,INC-2026771,Escalated
ESC-0771,ALT-002992,ANL-018,Discretionary,2026-08-07 13:47:00,Lead Analyst,INC-2026772,Escalated
ESC-0772,ALT-002996,ANL-016,Discretionary,2026-08-01 16:17:00,Lead Analyst,INC-2026773,Escalated
ESC-0773,ALT-003008,ANL-022,Yes,2026-07-30 03:18:00,Tier-2 CSIRT,INC-2026774,Escalated
ESC-0774,ALT-003014,ANL-015,Yes,2026-08-10 03:18:00,Tier-2 CSIRT,INC-2026775,Escalated
ESC-0775,ALT-003015,ANL-001,Discretionary,2026-09-05 02:15:00,Lead Analyst,INC-2026776,Escalated
ESC-0776,ALT-003021,ANL-008,Discretionary,2026-08-08 17:12:00,Lead Analyst,INC-2026777,Escalated
ESC-0777,ALT-003023,ANL-008,Yes,2026-08-03 03:47:00,Tier-2 CSIRT,INC-2026778,Escalated
ESC-0778,ALT-003031,ANL-007,Yes,2026-07-28 11:39:00,Tier-2 CSIRT,INC-2026779,Escalated
ESC-0779,ALT-003041,ANL-016,Yes,2026-07-14 04:03:00,Tier-2 CSIRT,INC-2026780,Escalated
ESC-0780,ALT-003048,ANL-015,Yes,2026-07-21 17:01:00,Tier-2 CSIRT,INC-2026781,Escalated
ESC-0781,ALT-003049,ANL-022,Yes,2026-09-02 08:43:00,Tier-2 CSIRT,INC-2026782,Escalated
ESC-0782,ALT-003050,ANL-017,Discretionary,2026-06-24 09:41:00,Lead Analyst,INC-2026783,Escalated
ESC-0783,ALT-003054,ANL-017,Discretionary,2026-06-15 23:45:00,Lead Analyst,INC-2026784,Escalated
ESC-0784,ALT-003057,ANL-020,Discretionary,2026-06-27 13:02:00,Lead Analyst,INC-2026785,Escalated
ESC-0785,ALT-003065,ANL-009,Discretionary,2026-07-29 03:13:00,Lead Analyst,INC-2026786,Escalated
ESC-0786,ALT-003066,ANL-005,Discretionary,2026-06-18 14:09:00,Lead Analyst,INC-2026787,Escalated
ESC-0787,ALT-003067,ANL-005,Discretionary,2026-09-10 07:17:00,Lead Analyst,INC-2026788,Escalated
ESC-0788,ALT-003072,ANL-015,Discretionary,2026-07-20 18:34:00,Lead Analyst,INC-2026789,Escalated
ESC-0789,ALT-003076,ANL-015,Discretionary,2026-08-10 11:52:00,Lead Analyst,INC-2026790,Escalated
ESC-0790,ALT-003077,ANL-007,Yes,2026-08-06 20:56:00,Tier-2 CSIRT,INC-2026791,Escalated
ESC-0791,ALT-003078,ANL-002,Discretionary,2026-06-28 04:34:00,Lead Analyst,INC-2026792,Escalated
ESC-0792,ALT-003081,ANL-004,Discretionary,2026-08-27 11:21:00,Lead Analyst,INC-2026793,Escalated
ESC-0793,ALT-003082,ANL-010,Discretionary,2026-07-31 08:01:00,Lead Analyst,INC-2026794,Escalated
ESC-0794,ALT-003083,ANL-019,Yes,2026-09-08 04:43:00,Tier-2 CSIRT,INC-2026795,Escalated
ESC-0795,ALT-003086,ANL-019,Yes,2026-07-04 03:50:00,Tier-2 CSIRT,INC-2026796,Escalated
ESC-0796,ALT-003088,ANL-019,Yes,2026-06-20 05:52:00,Tier-2 CSIRT,INC-2026797,Escalated
ESC-0797,ALT-003101,ANL-007,Discretionary,2026-06-29 15:56:00,Lead Analyst,INC-2026798,Escalated
ESC-0798,ALT-003103,ANL-013,Discretionary,2026-06-29 07:57:00,Lead Analyst,INC-2026799,Escalated
ESC-0799,ALT-003106,ANL-016,Discretionary,2026-08-01 13:10:00,Lead Analyst,INC-2026800,Escalated
ESC-0800,ALT-003107,ANL-009,Discretionary,2026-08-28 12:27:00,Lead Analyst,INC-2026801,Escalated
ESC-0801,ALT-003108,ANL-012,Yes,2026-07-17 07:40:00,Tier-2 CSIRT,INC-2026802,Escalated
ESC-0802,ALT-003109,ANL-003,Discretionary,2026-08-28 06:33:00,Lead Analyst,INC-2026803,Escalated
ESC-0803,ALT-003119,ANL-012,Yes,2026-08-16 18:53:00,Tier-2 CSIRT,INC-2026804,Escalated
ESC-0804,ALT-003120,ANL-013,Yes,2026-09-01 09:09:00,Tier-2 CSIRT,INC-2026805,Escalated
ESC-0805,ALT-003134,ANL-005,Discretionary,2026-07-15 12:41:00,Lead Analyst,INC-2026806,Escalated
ESC-0806,ALT-003137,ANL-018,Discretionary,2026-09-01 22:57:00,Lead Analyst,INC-2026807,Escalated
ESC-0807,ALT-003141,ANL-008,Discretionary,2026-07-02 16:41:00,Lead Analyst,INC-2026808,Escalated
ESC-0808,ALT-003142,ANL-005,Discretionary,2026-08-06 17:05:00,Lead Analyst,INC-2026809,Escalated
ESC-0809,ALT-003145,ANL-017,Yes,2026-08-04 04:10:00,Tier-2 CSIRT,INC-2026810,Escalated
ESC-0810,ALT-003154,ANL-020,Discretionary,2026-06-17 05:42:00,Lead Analyst,INC-2026811,Escalated
ESC-0811,ALT-003159,ANL-012,Yes,2026-06-30 01:42:00,Tier-2 CSIRT,INC-2026812,Escalated
ESC-0812,ALT-003162,ANL-018,Discretionary,2026-08-07 16:25:00,Lead Analyst,INC-2026813,Escalated
ESC-0813,ALT-003165,ANL-009,Yes,2026-06-21 08:19:00,Tier-2 CSIRT,INC-2026814,Escalated
ESC-0814,ALT-003168,ANL-005,Discretionary,2026-07-24 14:54:00,Lead Analyst,INC-2026815,Escalated
ESC-0815,ALT-003169,ANL-007,Yes,2026-08-20 21:30:00,Tier-2 CSIRT,INC-2026816,Escalated
ESC-0816,ALT-003171,ANL-008,Discretionary,2026-06-20 13:34:00,Lead Analyst,INC-2026817,Escalated
ESC-0817,ALT-003174,ANL-002,Discretionary,2026-08-29 04:52:00,Lead Analyst,INC-2026818,Escalated
ESC-0818,ALT-003175,ANL-020,Discretionary,2026-07-17 04:51:00,Lead Analyst,INC-2026819,Escalated
ESC-0819,ALT-003179,ANL-012,Discretionary,2026-07-11 03:42:00,Lead Analyst,INC-2026820,Escalated
ESC-0820,ALT-003182,ANL-003,Discretionary,2026-08-06 04:24:00,Lead Analyst,INC-2026821,Escalated
ESC-0821,ALT-003183,ANL-016,Yes,2026-09-04 15:22:00,Tier-2 CSIRT,INC-2026822,Escalated
ESC-0822,ALT-003185,ANL-003,Yes,2026-09-06 07:15:00,Tier-2 CSIRT,INC-2026823,Escalated
ESC-0823,ALT-003186,ANL-016,Yes,2026-06-30 09:43:00,Tier-2 CSIRT,INC-2026824,Escalated
ESC-0824,ALT-003190,ANL-003,Discretionary,2026-07-01 02:09:00,Lead Analyst,INC-2026825,Escalated
ESC-0825,ALT-003205,ANL-003,Yes,2026-07-06 00:54:00,Tier-2 CSIRT,INC-2026826,Escalated
ESC-0826,ALT-003208,ANL-002,Discretionary,2026-09-08 07:47:00,Lead Analyst,INC-2026827,Escalated
ESC-0827,ALT-003209,ANL-011,Discretionary,2026-07-08 20:54:00,Lead Analyst,INC-2026828,Escalated
ESC-0828,ALT-003210,ANL-011,Yes,2026-08-29 05:18:00,Tier-2 CSIRT,INC-2026829,Escalated
ESC-0829,ALT-003218,ANL-015,Yes,2026-07-21 13:53:00,Tier-2 CSIRT,INC-2026830,Escalated
ESC-0830,ALT-003221,ANL-008,Discretionary,2026-06-18 03:34:00,Lead Analyst,INC-2026831,Escalated
ESC-0831,ALT-003224,ANL-013,Discretionary,2026-09-08 08:19:00,Lead Analyst,INC-2026832,Escalated
ESC-0832,ALT-003225,ANL-013,Discretionary,2026-06-18 07:56:00,Lead Analyst,INC-2026833,Escalated
ESC-0833,ALT-003226,ANL-013,Discretionary,2026-07-29 11:30:00,Lead Analyst,INC-2026834,Escalated
ESC-0834,ALT-003227,ANL-002,Yes,2026-08-12 12:58:00,Tier-2 CSIRT,INC-2026835,Escalated
ESC-0835,ALT-003232,ANL-017,Yes,2026-08-27 17:54:00,Tier-2 CSIRT,INC-2026836,Escalated
ESC-0836,ALT-003234,ANL-015,Yes,2026-07-05 09:14:00,Tier-2 CSIRT,INC-2026837,Escalated
ESC-0837,ALT-003237,ANL-016,Discretionary,2026-08-30 18:36:00,Lead Analyst,INC-2026838,Escalated
ESC-0838,ALT-003241,ANL-015,Discretionary,2026-07-24 23:19:00,Lead Analyst,INC-2026839,Escalated
ESC-0839,ALT-003245,ANL-006,Discretionary,2026-07-05 03:00:00,Lead Analyst,INC-2026840,Escalated
ESC-0840,ALT-003251,ANL-013,Discretionary,2026-07-23 03:26:00,Lead Analyst,INC-2026841,Escalated
ESC-0841,ALT-003254,ANL-013,Discretionary,2026-08-04 21:53:00,Lead Analyst,INC-2026842,Escalated
ESC-0842,ALT-003261,ANL-002,Yes,2026-09-10 06:41:00,Tier-2 CSIRT,INC-2026843,Escalated
ESC-0843,ALT-003264,ANL-009,Yes,2026-07-07 13:11:00,Tier-2 CSIRT,INC-2026844,Escalated
ESC-0844,ALT-003266,ANL-004,Discretionary,2026-07-25 10:46:00,Lead Analyst,INC-2026845,Escalated
ESC-0845,ALT-003267,ANL-018,Yes,2026-07-12 16:36:00,Tier-2 CSIRT,INC-2026846,Escalated
ESC-0846,ALT-003268,ANL-002,Discretionary,2026-07-02 21:08:00,Lead Analyst,INC-2026847,Escalated
ESC-0847,ALT-003269,ANL-006,Yes,2026-08-01 17:52:00,Tier-2 CSIRT,INC-2026848,Escalated
ESC-0848,ALT-003270,ANL-008,Yes,2026-07-30 09:44:00,Tier-2 CSIRT,INC-2026849,Escalated
ESC-0849,ALT-003273,ANL-016,Discretionary,2026-06-17 02:01:00,Lead Analyst,INC-2026850,Escalated
ESC-0850,ALT-003276,ANL-020,Yes,2026-06-13 12:04:00,Tier-2 CSIRT,INC-2026851,Escalated
ESC-0851,ALT-003287,ANL-008,Discretionary,2026-06-29 13:38:00,Lead Analyst,INC-2026852,Escalated
ESC-0852,ALT-003293,ANL-015,Yes,2026-08-03 11:16:00,Tier-2 CSIRT,INC-2026853,Escalated
ESC-0853,ALT-003299,ANL-021,Discretionary,2026-07-02 21:54:00,Lead Analyst,INC-2026854,Escalated
ESC-0854,ALT-003313,ANL-019,Yes,2026-07-27 21:48:00,Tier-2 CSIRT,INC-2026855,Escalated
ESC-0855,ALT-003316,ANL-006,Yes,2026-06-15 18:01:00,Tier-2 CSIRT,INC-2026856,Escalated
ESC-0856,ALT-003319,ANL-019,Yes,2026-06-28 12:12:00,Tier-2 CSIRT,INC-2026857,Escalated
ESC-0857,ALT-003321,ANL-020,Discretionary,2026-07-02 18:20:00,Lead Analyst,INC-2026858,Escalated
ESC-0858,ALT-003325,ANL-014,Discretionary,2026-06-16 03:21:00,Lead Analyst,INC-2026859,Escalated
ESC-0859,ALT-003342,ANL-002,Yes,2026-07-05 13:12:00,Tier-2 CSIRT,INC-2026860,Escalated
ESC-0860,ALT-003344,ANL-015,Discretionary,2026-07-04 11:36:00,Lead Analyst,INC-2026861,Escalated
ESC-0861,ALT-003345,ANL-010,Yes,2026-08-10 02:25:00,Tier-2 CSIRT,INC-2026862,Escalated
ESC-0862,ALT-003351,ANL-010,Discretionary,2026-06-25 18:16:00,Lead Analyst,INC-2026863,Escalated
ESC-0863,ALT-003353,ANL-012,Discretionary,2026-08-19 19:07:00,Lead Analyst,INC-2026864,Escalated
ESC-0864,ALT-003359,ANL-013,Discretionary,2026-08-27 03:38:00,Lead Analyst,INC-2026865,Escalated
ESC-0865,ALT-003360,ANL-021,Yes,2026-08-26 01:10:00,Tier-2 CSIRT,INC-2026866,Escalated
ESC-0866,ALT-003370,ANL-004,Yes,2026-09-01 22:13:00,Tier-2 CSIRT,INC-2026867,Escalated
ESC-0867,ALT-003376,ANL-006,Yes,2026-08-25 22:30:00,Tier-2 CSIRT,INC-2026868,Escalated
ESC-0868,ALT-003380,ANL-004,Yes,2026-08-09 03:07:00,Tier-2 CSIRT,INC-2026869,Escalated
ESC-0869,ALT-003387,ANL-014,Discretionary,2026-08-26 07:18:00,Lead Analyst,INC-2026870,Escalated
ESC-0870,ALT-003388,ANL-018,Yes,2026-08-13 03:44:00,Tier-2 CSIRT,INC-2026871,Escalated
ESC-0871,ALT-003389,ANL-015,Discretionary,2026-08-09 04:47:00,Lead Analyst,INC-2026872,Escalated
ESC-0872,ALT-003390,ANL-005,Discretionary,2026-09-08 22:56:00,Lead Analyst,INC-2026873,Escalated
ESC-0873,ALT-003391,ANL-011,Discretionary,2026-08-26 02:29:00,Lead Analyst,INC-2026874,Escalated
ESC-0874,ALT-003394,ANL-021,Yes,2026-08-20 05:19:00,Tier-2 CSIRT,INC-2026875,Escalated
ESC-0875,ALT-003398,ANL-010,Discretionary,2026-07-09 08:58:00,Lead Analyst,INC-2026876,Escalated
ESC-0876,ALT-003400,ANL-001,Yes,2026-08-29 22:16:00,Tier-2 CSIRT,INC-2026877,Escalated
ESC-0877,ALT-003407,ANL-017,Discretionary,2026-08-14 19:58:00,Lead Analyst,INC-2026878,Escalated
ESC-0878,ALT-003412,ANL-012,Discretionary,2026-06-15 23:35:00,Lead Analyst,INC-2026879,Escalated
ESC-0879,ALT-003413,ANL-003,Discretionary,2026-07-01 21:25:00,Lead Analyst,INC-2026880,Escalated
ESC-0880,ALT-003416,ANL-021,Discretionary,2026-08-03 20:53:00,Lead Analyst,INC-2026881,Escalated
ESC-0881,ALT-003430,ANL-014,Discretionary,2026-06-18 16:20:00,Lead Analyst,INC-2026882,Escalated
ESC-0882,ALT-003435,ANL-005,Yes,2026-08-12 18:56:00,Tier-2 CSIRT,INC-2026883,Escalated
ESC-0883,ALT-003436,ANL-006,Yes,2026-09-06 06:00:00,Tier-2 CSIRT,INC-2026884,Escalated
ESC-0884,ALT-003439,ANL-009,Discretionary,2026-08-29 12:06:00,Lead Analyst,INC-2026885,Escalated
ESC-0885,ALT-003442,ANL-007,Yes,2026-07-23 20:49:00,Tier-2 CSIRT,INC-2026886,Escalated
ESC-0886,ALT-003453,ANL-015,Discretionary,2026-07-30 22:04:00,Lead Analyst,INC-2026887,Escalated
ESC-0887,ALT-003455,ANL-022,Discretionary,2026-07-12 04:08:00,Lead Analyst,INC-2026888,Escalated
ESC-0888,ALT-003461,ANL-012,Discretionary,2026-09-05 17:33:00,Lead Analyst,INC-2026889,Escalated
ESC-0889,ALT-003473,ANL-015,Discretionary,2026-08-22 10:02:00,Lead Analyst,INC-2026890,Escalated
ESC-0890,ALT-003477,ANL-021,Yes,2026-08-23 08:36:00,Tier-2 CSIRT,INC-2026891,Escalated
ESC-0891,ALT-003490,ANL-002,Yes,2026-07-11 04:59:00,Tier-2 CSIRT,INC-2026892,Escalated
ESC-0892,ALT-003497,ANL-014,Discretionary,2026-09-08 23:16:00,Lead Analyst,INC-2026893,Escalated
ESC-0893,ALT-003499,ANL-021,Discretionary,2026-08-26 07:51:00,Lead Analyst,INC-2026894,Escalated
ESC-0894,ALT-003507,ANL-015,Yes,2026-06-21 13:51:00,Tier-2 CSIRT,INC-2026895,Escalated
ESC-0895,ALT-003508,ANL-015,Yes,2026-07-24 09:51:00,Tier-2 CSIRT,INC-2026896,Escalated
ESC-0896,ALT-003513,ANL-002,Discretionary,2026-08-24 01:58:00,Lead Analyst,INC-2026897,Escalated
ESC-0897,ALT-003521,ANL-018,Discretionary,2026-06-16 05:20:00,Lead Analyst,INC-2026898,Escalated
ESC-0898,ALT-003522,ANL-002,Discretionary,2026-08-27 15:44:00,Lead Analyst,INC-2026899,Escalated
ESC-0899,ALT-003527,ANL-002,Yes,2026-09-08 22:48:00,Tier-2 CSIRT,INC-2026900,Escalated
ESC-0900,ALT-003528,ANL-019,Discretionary,2026-08-26 13:37:00,Lead Analyst,INC-2026901,Escalated
ESC-0901,ALT-003530,ANL-011,Discretionary,2026-08-14 04:03:00,Lead Analyst,INC-2026902,Escalated
ESC-0902,ALT-003531,ANL-021,Discretionary,2026-08-17 11:09:00,Lead Analyst,INC-2026903,Escalated
ESC-0903,ALT-003533,ANL-006,Discretionary,2026-07-25 06:00:00,Lead Analyst,INC-2026904,Escalated
ESC-0904,ALT-003537,ANL-019,Discretionary,2026-06-20 01:50:00,Lead Analyst,INC-2026905,Escalated
ESC-0905,ALT-003542,ANL-016,Yes,2026-08-22 06:41:00,Tier-2 CSIRT,INC-2026906,Escalated
ESC-0906,ALT-003553,ANL-006,Discretionary,2026-08-24 10:56:00,Lead Analyst,INC-2026907,Escalated
ESC-0907,ALT-003563,ANL-015,Discretionary,2026-06-21 12:02:00,Lead Analyst,INC-2026908,Escalated
ESC-0908,ALT-003568,ANL-011,Discretionary,2026-08-16 08:35:00,Lead Analyst,INC-2026909,Escalated
ESC-0909,ALT-003569,ANL-008,Yes,2026-06-29 18:52:00,Tier-2 CSIRT,INC-2026910,Escalated
ESC-0910,ALT-003570,ANL-022,Yes,2026-08-05 13:17:00,Tier-2 CSIRT,INC-2026911,Escalated
ESC-0911,ALT-003571,ANL-015,Yes,2026-06-22 03:58:00,Tier-2 CSIRT,INC-2026912,Escalated
ESC-0912,ALT-003575,ANL-018,Yes,2026-08-04 19:13:00,Tier-2 CSIRT,INC-2026913,Escalated
ESC-0913,ALT-003582,ANL-002,Yes,2026-07-01 00:18:00,Tier-2 CSIRT,INC-2026914,Escalated
ESC-0914,ALT-003584,ANL-010,Yes,2026-08-07 00:15:00,Tier-2 CSIRT,INC-2026915,Escalated
ESC-0915,ALT-003585,ANL-017,Discretionary,2026-06-19 18:24:00,Lead Analyst,INC-2026916,Escalated
ESC-0916,ALT-003586,ANL-015,Discretionary,2026-09-06 12:37:00,Lead Analyst,INC-2026917,Escalated
ESC-0917,ALT-003596,ANL-002,Yes,2026-06-18 22:13:00,Tier-2 CSIRT,INC-2026918,Escalated
ESC-0918,ALT-003603,ANL-019,Discretionary,2026-08-25 22:39:00,Lead Analyst,INC-2026919,Escalated
ESC-0919,ALT-003604,ANL-012,Yes,2026-09-05 02:02:00,Tier-2 CSIRT,INC-2026920,Escalated
ESC-0920,ALT-003605,ANL-001,Yes,2026-07-27 04:55:00,Tier-2 CSIRT,INC-2026921,Escalated
ESC-0921,ALT-003607,ANL-017,Discretionary,2026-07-13 01:42:00,Lead Analyst,INC-2026922,Escalated
ESC-0922,ALT-003610,ANL-004,Yes,2026-06-27 08:01:00,Tier-2 CSIRT,INC-2026923,Escalated
ESC-0923,ALT-003613,ANL-014,Discretionary,2026-07-12 18:10:00,Lead Analyst,INC-2026924,Escalated
ESC-0924,ALT-003619,ANL-018,Yes,2026-07-08 12:55:00,Tier-2 CSIRT,INC-2026925,Escalated
ESC-0925,ALT-003622,ANL-006,Yes,2026-08-29 21:24:00,Tier-2 CSIRT,INC-2026926,Escalated
ESC-0926,ALT-003628,ANL-020,Discretionary,2026-07-09 02:59:00,Lead Analyst,INC-2026927,Escalated
ESC-0927,ALT-003630,ANL-013,Discretionary,2026-08-05 15:52:00,Lead Analyst,INC-2026928,Escalated
ESC-0928,ALT-003637,ANL-013,Yes,2026-06-14 16:15:00,Tier-2 CSIRT,INC-2026929,Escalated
ESC-0929,ALT-003638,ANL-011,Discretionary,2026-08-05 07:18:00,Lead Analyst,INC-2026930,Escalated
ESC-0930,ALT-003641,ANL-009,Yes,2026-08-24 20:21:00,Tier-2 CSIRT,INC-2026931,Escalated
ESC-0931,ALT-003652,ANL-018,Discretionary,2026-07-09 02:54:00,Lead Analyst,INC-2026932,Escalated
